Date/Time Completed,Sensor Serial Number,Reference Distance,Avg Offset,Std. Dev,Counts
08/22/2019 13:14:10,Y13   YSI   NILE 00A6H104220V034,2.227000,-4.576,-4.576,1
08/22/2019 13:18:45,Y13   YSI   NILE 00A6H104220V034,2.227000,-4.573,-4.573,1
08/22/2019 13:20:23,Y13   YSI   NILE 00A6H104220V034,2.227000,-4.572,-4.572,1
08/22/2019 13:22:48,Y13   YSI   NILE 00A6H104220V034,2.227000,-5.102,-5.102,1
08/22/2019 13:23:14,Y13   YSI   NILE 00A6H104220V034,2.227000,-5.098,-5.098,1
08/22/2019 13:29:58,Y13   YSI   NILE 00A6H104220V034,2.227000,0.000,-0.000,0
08/22/2019 13:30:13,Y13   YSI   NILE 00A6H104220V034,2.227000,0.000,-0.000,0
08/22/2019 13:32:53,Y13   YSI   NILE 00A6H104220V034,2.227000,-0.003,0.000,76
08/22/2019 13:37:31,Y13   YSI   NILE 00A6H104220V034,2.227000,-0.003,0.000,74
08/22/2019 13:43:05,Y13   YSI   NILE 00A6H104220V034,2.227000,-0.003,0.000,7
08/22/2019 13:53:52,Y13   YSI   NILE 00A6H104220V034,2.227000,0.000,-0.000,0
08/22/2019 13:55:08,Y13   YSI   NILE 00A6H104220V034,2.227000,-0.003,0.000,8
08/22/2019 13:57:06,Y13   YSI   NILE 00A6H104220V034,2.227000,-0.003,0.000,7
08/22/2019 14:01:28,Y13   YSI   NILE 00A6H104220V034,2.227000,0.000,-0.000,0
08/22/2019 14:03:17,Y13   YSI   NILE 00A6H104220V034,2.227000,-0.003,0.000,73
08/22/2019 14:09:28,Y13   YSI   NILE 00A6H104220V034,0.914000,0.000,-0.000,0
08/22/2019 14:09:40,Y13   YSI   NILE 00A6H104220V034,0.914000,0.000,-0.000,0
08/22/2019 14:15:28,Y13     DAAH-361100J3K102218V021,0.914000,0.004,0.001,600
